BELNR,WAERS,BUKRS,KTOSL,PRCTR,BSCHL,HKONT,DMBTR,WRBTR,label
408915,C6,C66,C1,C12,A2,B1,1405781.91,281260.18,regular
408916,C1,C12,C1,C16,A1,B1,131037.8,0,regular
408917,C1,C14,C1,C17,A1,B1,337039.77,35097,regular
408918,C3,C31,C8,C85,A3,B3,374742.37,0,regular
408919,C7,C77,C5,C56,A3,B1,80299.58,0,regular
408920,C3,C38,C2,C20,A3,B3,1185302.36,0,regular
408921,C1,C12,C2,C20,A1,B3,1212560.19,154,regular
408922,C6,C66,C3,C34,A2,B2,293725.06,0,regular
408923,C7,C72,C1,C16,A3,B1,44092.85,351839,regular
408924,C4,C43,C1,C15,A2,B1,833518.34,0,regular
408925,C1,C12,C1,C16,A1,B1,324596.66,20211,regular
408926,C3,C39,C3,C37,A3,B2,417321.35,11398,regular
408927,C1,C16,C1,C15,A1,B1,12312.4,0,regular
408928,C1,C10,C1,C16,A1,B1,649863.43,0,regular
408929,C5,C57,C9,C91,A3,B1,336171.72,0,regular
408930,C2,C28,C8,C86,A1,B3,3166715.61,56525,regular
408931,C1,C14,C1,C10,A1,B1,578179.28,21681,regular
408932,C9,C92,C4,C41,A2,B3,136337.51,0,regular
408933,C1,C17,C1,C13,A1,B1,134539.16,100964,regular
408934,C2,C21,C1,C14,A1,B1,202953.64,186849.47,regular
408935,C1,C16,C4,C46,A1,B3,246393.51,11704,regular
408936,C1,C15,C3,C34,A1,B2,514187.14,16687,regular
408937,C1,C10,C1,C12,A1,B1,148964.04,11753,regular
408938,C1,C14,C2,C21,A1,B3,965686.13,0,regular
408939,C1,C17,C1,C16,A1,B1,445072.87,0,regular
408940,C6,C68,C1,C15,A2,B1,23704.71,0,regular
408941,C7,C79,C8,C87,A3,B3,728448.04,11940,regular
408942,C5,C51,C1,C19,A3,B1,446541.5,20258,regular
408943,C1,C11,C1,C10,A1,B1,294635.92,0,regular
408944,C1,C14,C7,C70,A1,B2,1643961.73,153366,regular
408945,C1,C10,C9,C92,A1,B1,717424.43,66706,regular
408946,C9,C91,C1,C13,A2,B1,2145992.89,0,regular
408947,C1,C19,C1,C18,A1,B1,369472.34,0,regular
408948,C1,C11,C2,C20,A1,B3,2549042.92,42125,regular
408949,C1,C16,C1,C15,A1,B1,38918.95,720,regular
408950,C1,C15,C2,C21,A1,B3,526501.17,0,regular
408951,C2,C20,C9,C98,A1,B1,353277.46,11139,regular
408952,C1,C17,C3,C32,A1,B2,184258.46,0,regular
408953,C8,C80,C1,C10,A1,B1,10000000,108802,regular
408954,C6,C63,C9,C97,A2,B1,679754.59,0,regular
408955,C1,C11,C1,C14,A1,B1,3313.23,60332,regular
408956,C5,C52,C1,C14,A3,B1,67609.58,0,regular
408957,C5,C56,C1,C13,A3,B1,1064058.38,0,regular
408958,C1,C13,C1,C16,A1,B1,921381.29,0,regular
408959,C1,C19,C1,C15,A1,B1,1747501.38,14199,regular
408960,C5,C59,C1,C14,A3,B1,292872.85,0,regular
408961,C1,C12,C1,C13,A1,B1,870846.78,4949,regular
408962,C1,C12,C2,C26,A1,B3,1462315.63,11189,regular
408963,C5,C55,C9,C97,A3,B1,708005.03,0,regular
408964,C1,C15,C1,C10,A1,B1,251199.48,0,regular
408965,C4,C47,C1,C11,A2,B1,138284.55,153889,regular
408966,C6,C60,C1,C12,A2,B1,1741340.34,0,regular
408967,C1,C18,C1,C10,A1,B1,150725.85,108364,regular
408968,C4,C47,C1,C19,A2,B1,1996531.27,0,regular
408969,C2,C29,C1,C13,A1,B1,1041010.24,0,regular
408970,C9,C99,C1,C12,A2,B1,1476354.35,10653,regular
408971,C1,C14,C7,C78,A1,B2,1273175.45,0,regular
408972,C3,C33,C6,C63,A3,B2,446411.77,15101,regular
408973,C1,C11,C1,C18,A1,B1,402161.04,55296,regular
408974,C5,C54,C4,C40,A3,B3,161982.97,0,regular
408975,C3,C37,C1,C19,A3,B1,417823.44,0,regular
408976,C1,C11,C1,C11,A1,B1,2126418.1,0,regular
408977,C2,C21,C2,C20,A1,B3,100453.77,0,regular
408978,C1,C10,C1,C13,A1,B1,723797.68,0,regular
408979,C1,C13,C1,C17,A1,B1,511622.02,17518,regular
408980,C1,C16,C3,C30,A1,B2,93095.62,0,regular
408981,C5,C53,C1,C11,A3,B1,245340.23,0,regular
408982,C3,C35,C1,C10,A3,B1,369601.18,1050,regular
408983,C4,C48,C3,C33,A2,B2,82229.05,0,regular
408984,C1,C15,C5,C56,A1,B1,231564.52,39831,regular
408985,C1,C10,C2,C21,A1,B3,17914.2,0,regular
408986,C1,C15,C5,C50,A1,B1,33713.4,0,regular
408987,C7,C70,C7,C76,A3,B2,137547.75,0,regular
408988,C1,C13,C3,C32,A1,B2,28429.78,0,regular
408989,C3,C33,C1,C19,A3,B1,2018669,0,regular
408990,C1,C13,C8,C85,A1,B3,519745.35,0,regular
408991,C1,C18,C1,C14,A1,B1,227467.4,10532,regular
408992,C1,C18,C6,C65,A1,B2,417777.52,368636,regular
408993,C1,C19,C1,C11,A1,B1,893131.99,0,regular
408994,C1,C14,C1,C10,A1,B1,477044.04,0,regular
408995,C4,C44,C1,C16,A2,B1,112683.01,35987,regular
408996,C1,C17,C1,C14,A1,B1,495582.8,0,regular
408997,C6,C68,C3,C31,A2,B2,267310.25,113771.92,regular
408998,C3,C31,C4,C40,A3,B3,43609.37,0,regular
408999,C1,C17,C9,C99,A1,B1,3541.16,0,regular
409000,C3,C38,C7,C74,A3,B2,1134348.51,107437,regular
409001,C1,C16,C1,C12,A1,B1,4405591.22,0,regular
409002,C1,C15,C8,C80,A1,B3,30192.3,11183,regular
409003,C9,C94,C1,C16,A2,B1,203148.87,0,regular
409004,C1,C10,C1,C17,A1,B1,1077712.79,121878,regular
409005,C1,C11,C9,C95,A1,B1,159843.03,0,regular
409006,C1,C10,C8,C86,A1,B3,789765.06,0,regular
409007,C3,C39,C1,C10,A3,B1,382605.37,10874,regular
409008,C5,C56,C1,C10,A3,B1,53810.35,0,regular
409009,C3,C36,C3,C31,A3,B2,245077.72,79449,regular
409010,C9,C90,C1,C19,A2,B1,266167.95,0,regular
409011,C8,C89,C1,C10,A1,B1,734288.22,0,regular
409012,C1,C17,C1,C15,A1,B1,517114.12,106583,regular
409013,C2,C21,C1,C10,A1,B1,331425.03,0,regular
409014,C1,C14,C1,C14,A1,B1,1011193.37,0,regular
409015,C2,C22,C3,C30,A1,B2,350728.96,0,regular
409016,C2,C20,C7,C72,A1,B2,146580.26,0,regular
409017,C8,C81,C3,C30,A1,B2,666873.94,0,regular
409018,C1,C15,C2,C20,A1,B3,1483581.38,0,regular
409019,C1,C18,C1,C10,A1,B1,1429288.26,179535.6,regular
409020,C1,C18,C1,C12,A1,B1,10000000,16511,regular
409021,C4,C46,C8,C82,A2,B3,149399.81,115672.48,regular
409022,C1,C12,C1,C15,A1,B1,187959.85,0,regular
409023,C1,C16,C1,C13,A1,B1,116565.9,0,regular
409024,C1,C11,C1,C18,A1,B1,1059505.87,72114,regular
409025,C1,C11,C1,C14,A1,B1,430722.59,430722.59,regular
409026,C1,C11,C4,C49,A1,B3,400083.66,690044,regular
409027,C9,C95,C1,C15,A2,B1,129621.69,62958,regular
409028,C5,C59,C1,C16,A3,B1,82870.6,0,regular
409029,C1,C19,C2,C21,A1,B3,1250303.1,0,regular
409030,C1,C15,C2,C25,A1,B3,359705.64,0,regular
409031,C1,C19,C4,C47,A1,B3,599725.49,2647,regular
409032,C1,C14,C1,C18,A1,B1,311207.28,0,regular
409033,C5,C53,C1,C15,A3,B1,39480.26,7156,regular
409034,C4,C42,C3,C35,A2,B2,505966.35,0,regular
409035,C5,C53,C1,C15,A3,B1,1146222.89,0,regular
409036,C1,C14,C1,C18,A1,B1,167939.48,129571,regular
409037,C1,C14,C7,C71,A1,B2,462326.71,0,regular
409038,C1,C11,C2,C26,A1,B3,214176.29,32593,regular
409039,C8,C84,C1,C12,A1,B1,1450278.59,0,regular
409040,C9,C95,C1,C19,A2,B1,1199178.36,0,regular
409041,C6,C69,C1,C14,A2,B1,42802.77,0,regular
409042,C9,C91,C9,C91,A2,B1,288912.32,0,regular
409043,C4,C49,C1,C19,A2,B1,441409.34,30386,regular
409044,C5,C50,C1,C13,A3,B1,59562.82,0,regular
409045,C1,C11,C1,C15,A1,B1,194830.3,0,regular
409046,C9,C97,C1,C18,A2,B1,185553.49,0,regular
409047,C1,C19,C5,C55,A1,B1,296695.6,0,regular
409048,C1,C13,C8,C86,A1,B3,1048655.54,0,regular
409049,C1,C16,C1,C12,A1,B1,5362865.66,59059,regular
409050,C1,C15,C2,C21,A1,B3,243690.12,0,regular
409051,C1,C17,C5,C57,A1,B1,1662758.14,21057,regular
409052,C4,C40,C1,C19,A2,B1,71868.79,254848,regular
409053,C2,C27,C1,C19,A1,B1,1808058.16,1956,regular
409054,C1,C14,C8,C87,A1,B3,388950.76,43053,regular
409055,C9,C92,C1,C17,A2,B1,48375.02,48375.02,regular
409056,C2,C23,C1,C15,A1,B1,86246.23,3506,regular
409057,C1,C10,C3,C31,A1,B2,216625.99,0,regular
409058,C6,C69,C1,C17,A2,B1,130127.34,50642,regular
409059,C8,C80,C1,C11,A1,B1,244984,3596,regular
409060,C1,C10,C6,C67,A1,B2,150621.27,0,regular
409061,C6,C65,C9,C97,A2,B1,198565.28,0,regular
409062,C2,C28,C6,C66,A1,B2,620809.85,735,regular
409063,C1,C12,C6,C64,A1,B2,195053.39,219,regular
409064,C1,C15,C1,C19,A1,B1,1864662.67,24309,regular
409065,C1,C15,C1,C14,A1,B1,1182775.83,49271,regular
409066,C2,C28,C1,C19,A1,B1,229112.53,302654.84,regular
409067,C3,C36,C7,C76,A3,B2,1634985.77,276817.42,regular
409068,C2,C23,C9,C90,A1,B1,30393.8,0,regular
409069,C6,C68,C1,C19,A2,B1,612914.22,10696,regular
409070,C1,C17,C4,C43,A1,B3,90594.43,10904,regular
409071,C2,C20,C7,C73,A1,B2,809164.06,0,regular
409072,C2,C21,C9,C91,A1,B1,520727.71,0,regular
409073,C8,C89,C4,C46,A1,B3,333907.58,0,regular
409074,C1,C14,C2,C20,A1,B3,1444977.72,0,regular
409075,C1,C17,C2,C21,A1,B3,466503.19,0,regular
409076,C1,C14,C1,C14,A1,B1,227933.86,0,regular
409077,C2,C20,C1,C17,A1,B1,926350.29,0,regular
409078,C1,C16,C4,C49,A1,B3,120945.46,1698.74,regular
409079,C8,C85,C2,C20,A1,B3,1103964.58,0,regular
409080,C5,C50,C6,C63,A3,B2,637195.93,0,regular
409081,C7,C70,C4,C44,A3,B3,3495003.19,0,regular
409082,C7,C71,C1,C18,A3,B1,18569.57,41352,regular
409083,C1,C18,C1,C17,A1,B1,379264.78,0,regular
409084,C1,C14,C9,C91,A1,B1,1157473.27,0,regular
409085,C1,C17,C2,C20,A1,B3,1504091.1,64575.22,regular
409086,C1,C11,C1,C15,A1,B1,370066.39,55800,regular
409087,C4,C48,C1,C19,A2,B1,1512140.59,6081,regular
409088,C1,C16,C1,C11,A1,B1,492909.46,49882.34,regular
409089,C1,C13,C2,C24,A1,B3,7292.21,0,regular
409090,C1,C14,C1,C14,A1,B1,4690940.08,17120.7,regular
409091,C1,C15,C1,C17,A1,B1,596223.85,226,regular
409092,C1,C11,C1,C11,A1,B1,690751.74,0,regular
409093,C9,C96,C1,C15,A2,B1,207838.47,16036,regular
409094,C1,C11,C6,C67,A1,B2,289441.87,0,regular
409095,C2,C26,C7,C75,A1,B2,46865.36,21097,regular
409096,C2,C25,C5,C57,A1,B1,78730.51,11413,regular
409097,C7,C73,C5,C57,A3,B1,251726.53,0,regular
409098,C9,C98,C1,C17,A2,B1,775441.51,494,regular
409099,C1,C13,C2,C20,A1,B3,573985.54,0,regular
409100,C6,C65,C7,C73,A2,B2,827253.97,5765,regular
409101,C1,C12,C1,C10,A1,B1,377042.55,0,regular
409102,C2,C20,C1,C19,A1,B1,176327.8,0,regular
409103,C8,C86,C1,C17,A1,B1,393291.26,111650,regular
409104,C2,C28,C1,C15,A1,B1,519730,0,regular
409105,C6,C65,C4,C49,A2,B3,259623.66,32820,regular
409106,C1,C14,C1,C13,A1,B1,4216723.62,0,regular
409107,C3,C32,C3,C31,A3,B2,733002.43,0,regular
409108,C8,C88,C7,C71,A1,B2,14828.64,0,regular
409109,C6,C68,C7,C74,A2,B2,148542.74,0,regular
409110,C1,C16,C9,C95,A1,B1,1666280.73,6483,regular
409111,C1,C14,C2,C20,A1,B3,123312.07,0,regular
409112,C5,C57,C3,C33,A3,B2,189464.89,49699,regular
409113,C3,C39,C5,C58,A3,B1,2214541.45,57012.74,regular
409114,C5,C57,C1,C18,A3,B1,616916.76,41605,regular
409115,C4,C45,C1,C11,A2,B1,597082.15,0,regular
409116,C8,C88,C3,C38,A1,B2,385383.21,36496,regular
409117,C2,C20,C1,C14,A1,B1,1321388.95,22186,regular
409118,C5,C55,C1,C18,A3,B1,554863.35,0,regular
409119,C1,C14,C4,C43,A1,B3,854483.15,0,regular
409120,C2,C22,C1,C18,A1,B1,53792.47,11556,regular
409121,C1,C17,C1,C16,A1,B1,963683.52,11643,regular
409122,C2,C20,C2,C20,A1,B3,90028.68,0,regular
409123,C1,C17,C6,C63,A1,B2,769121.27,0,regular
409124,C9,C96,C8,C88,A2,B3,1597673.77,15080,regular
409125,C2,C20,C2,C21,A1,B3,284234.02,0,regular
409126,C1,C16,C6,C67,A1,B2,15150.99,285252,regular
409127,C6,C61,C1,C19,A2,B1,477822.28,0,regular
409128,C6,C61,C6,C62,A2,B2,2029368.11,42123,regular
409129,C1,C11,C7,C74,A1,B2,1142276.03,19873,regular
409130,C3,C31,C1,C18,A3,B1,534100.62,0,regular
409131,C1,C19,C1,C11,A1,B1,330658.51,283750.74,regular
409132,C5,C57,C2,C27,A3,B3,287796.36,43350,regular
409133,C1,C12,C1,C19,A1,B1,947260.71,1450,regular
409134,C2,C21,C8,C85,A1,B3,539761.5,0,regular
409135,C1,C10,C6,C68,A1,B2,327506.71,0,regular
409136,C1,C19,C1,C10,A1,B1,687379.91,93242,regular
409137,C7,C70,C1,C10,A3,B1,248240.57,50301,regular
409138,C2,C20,C3,C31,A1,B2,555682.15,41342,regular
409139,C1,C19,C1,C10,A1,B1,294968.99,877,regular
409140,C1,C11,C1,C11,A1,B1,10000000,0,regular
409141,C1,C13,C1,C19,A1,B1,10000000,105590,regular
409142,C2,C20,C5,C51,A1,B1,213856.8,0,regular
409143,C8,C81,C1,C16,A1,B1,8917.05,101,regular
409144,C8,C86,C2,C20,A1,B3,389171.93,0,regular
409145,C5,C55,C1,C16,A3,B1,1073989.67,103043,regular
409146,C1,C16,C3,C30,A1,B2,307286.32,97799.9,regular
409147,C1,C17,C1,C18,A1,B1,798363.16,9388,regular
409148,C2,C24,C5,C55,A1,B1,210364.67,142,regular
409149,C1,C12,C3,C38,A1,B2,244408.31,0,regular
409150,C1,C18,C1,C15,A1,B1,1145699.33,0,regular
409151,C1,C13,C9,C90,A1,B1,1803098.68,0,regular
409152,C1,C17,C7,C71,A1,B2,1253024.87,1029,regular
409153,C9,C94,C1,C19,A2,B1,581737.23,0,regular
409154,C1,C10,C2,C21,A1,B3,808465.93,0,regular
409155,C1,C19,C4,C42,A1,B3,875411.88,300991.33,regular
409156,C1,C19,C6,C68,A1,B2,532734.9,21751,regular
409157,C7,C71,C1,C15,A3,B1,586349.92,51408,regular
409158,C1,C19,C1,C18,A1,B1,501111.48,0,regular
409159,C9,C92,C5,C51,A2,B1,1400472.01,1400472.01,regular
409160,C1,C16,C3,C38,A1,B2,378728.98,10074,regular
409161,C7,C75,C1,C12,A3,B1,32848.36,0,regular
409162,C2,C21,C6,C62,A1,B2,69786.52,12352,regular
409163,C1,C13,C9,C91,A1,B1,1136563.18,109122.68,regular
409164,C4,C45,C5,C57,A2,B1,109234.1,0,regular
409165,C1,C10,C8,C88,A1,B3,184702.71,0,regular
409166,C6,C65,C9,C96,A2,B1,590321.33,21992,regular
409167,C3,C33,C1,C19,A3,B1,356194.23,0,regular
409168,C3,C34,C1,C18,A3,B1,1787673.56,14054,regular
409169,C1,C13,C1,C14,A1,B1,1831843.85,0,regular
409170,C1,C11,C1,C14,A1,B1,279766.3,20153,regular
409171,C1,C18,C1,C12,A1,B1,24223.31,0,regular
409172,C7,C78,C1,C17,A3,B1,918364.19,0,regular
409173,C6,C65,C8,C82,A2,B3,332663.28,0,regular
409174,C4,C44,C2,C20,A2,B3,5415490.41,458249.53,regular
409175,C1,C16,C1,C11,A1,B1,3542394.36,167166,regular
409176,C8,C82,C5,C53,A1,B1,2134823.36,0,regular
409177,C4,C42,C2,C20,A2,B3,1084736.05,0,regular
409178,C1,C12,C1,C12,A1,B1,1718372.04,0,regular
409179,C1,C11,C3,C37,A1,B2,1829970.43,547391,regular
409180,C9,C96,C4,C47,A2,B3,258980.28,71318.27,regular
409181,C1,C19,C3,C36,A1,B2,131418.09,10214,regular
409182,C1,C15,C1,C15,A1,B1,3513113.17,0,regular
409183,C5,C50,C1,C15,A3,B1,333953.56,50575,regular
409184,C5,C53,C1,C18,A3,B1,2505263.01,0,regular
409185,C9,C97,C6,C69,A2,B2,238158.08,133021,regular
409186,C2,C20,C4,C44,A1,B3,316939.43,0,regular
409187,C1,C18,C1,C13,A1,B1,195673.26,0,regular
409188,C1,C13,C1,C18,A1,B1,1431532.23,0,regular
409189,C1,C14,C1,C19,A1,B1,365478.3,0,regular
409190,C1,C19,C1,C19,A1,B1,1288621.09,0,regular
409191,C5,C51,C2,C28,A3,B3,508296.13,0,regular
409192,C1,C14,C1,C17,A1,B1,456169.86,0,regular
409193,C4,C46,C1,C19,A2,B1,227210.69,42077.45,regular
409194,C1,C15,C2,C20,A1,B3,959216.91,0,regular
409195,C7,C77,C4,C48,A3,B3,465800.59,0,regular
409196,C1,C12,C1,C14,A1,B1,536855.25,37652,regular
409197,C3,C34,C4,C43,A3,B3,471628.18,0,regular
409198,C2,C20,C1,C12,A1,B1,427107.38,0,regular
409199,C9,C91,C2,C20,A2,B3,435297.21,27022,regular
409200,C8,C83,C1,C19,A1,B1,1158516.76,0,regular
409201,C1,C17,C1,C19,A1,B1,1430220.08,0,regular
409202,C1,C19,C1,C15,A1,B1,1215002.99,64855,regular
409203,C5,C59,C8,C81,A3,B3,491910.18,20297,regular
409204,C1,C17,C1,C11,A1,B1,530194.63,0,regular
409205,C1,C14,C7,C78,A1,B2,15052.52,0,regular
409206,C7,C73,C6,C60,A3,B2,1272588.36,260182,regular
409207,C1,C15,C1,C12,A1,B1,59835,59835,regular
409208,C2,C20,C1,C19,A1,B1,69250.43,0,regular
409209,C1,C13,C4,C48,A1,B3,154438.71,41435,regular
409210,C1,C18,C1,C17,A1,B1,902364.74,0,regular
409211,C1,C15,C2,C20,A1,B3,39664.74,39664.74,regular
409212,C1,C19,C2,C23,A1,B3,77625.02,0,regular
409213,C1,C13,C2,C21,A1,B3,288759.49,0,regular
409214,C3,C35,C8,C88,A3,B3,328547.14,2306.33,regular
409215,C8,C86,C1,C15,A1,B1,838503.65,257551.08,regular
409216,C1,C18,C7,C74,A1,B2,286842.91,0,regular
409217,C1,C10,C1,C16,A1,B1,120367.61,0,regular
409218,C1,C12,C1,C10,A1,B1,1461601.31,10575,regular
409219,C4,C42,C6,C66,A2,B2,955663.68,32929.55,regular
409220,C1,C15,C1,C17,A1,B1,262855.38,0,regular
409221,C1,C18,C6,C60,A1,B2,1674454.22,0,regular
409222,C1,C14,C9,C92,A1,B1,226774.48,155323,regular
409223,C5,C59,C8,C89,A3,B3,283141.85,0,regular
409224,C2,C21,C1,C17,A1,B1,1209911.23,0,regular
409225,C1,C18,C1,C17,A1,B1,76813.93,0,regular
409226,C1,C15,C2,C20,A1,B3,1956204.34,2661,regular
409227,C1,C10,C2,C20,A1,B3,13504.83,11183,regular
409228,C1,C14,C2,C25,A1,B3,415331.58,0,regular
409229,C1,C13,C3,C34,A1,B2,291451.3,5006,regular
409230,C1,C18,C1,C12,A1,B1,780246.16,0,regular
409231,C6,C67,C1,C17,A2,B1,202821.09,0,regular
409232,C3,C36,C1,C15,A3,B1,985357.54,62587,regular
409233,C1,C10,C1,C13,A1,B1,1193200.12,46031,regular
409234,C5,C56,C4,C44,A3,B3,260644.39,107,regular
409235,C1,C13,C1,C17,A1,B1,599256.78,123,regular
409236,C1,C15,C2,C20,A1,B3,116362.51,24709,regular
409237,C3,C35,C1,C14,A3,B1,1299609.31,33045,regular
409238,C7,C75,C9,C90,A3,B1,163884.21,221,regular
409239,C1,C15,C9,C97,A1,B1,617783.26,50252,regular
409240,C1,C11,C1,C19,A1,B1,341750.93,0,regular
409241,C1,C12,C1,C17,A1,B1,38678.12,0,regular
409242,C6,C68,C1,C11,A2,B1,144326.33,5370,regular
409243,C9,C92,C1,C11,A2,B1,2088642.59,1394,regular
409244,C1,C19,C1,C12,A1,B1,874059.94,0,regular
409245,C1,C17,C3,C37,A1,B2,276269.56,0,regular
409246,C2,C20,C2,C20,A1,B3,1743198.18,140979,regular
409247,C1,C18,C1,C15,A1,B1,334599.21,11218,regular
409248,C1,C10,C1,C14,A1,B1,753942.86,0,regular
409249,C4,C45,C4,C40,A2,B3,2079957.47,0,regular
409250,C2,C20,C9,C95,A1,B1,100336.81,610368,regular
409251,C1,C19,C9,C92,A1,B1,364715.24,364715.24,regular
409252,C9,C92,C1,C11,A2,B1,440624.14,9661,regular
409253,C1,C16,C1,C10,A1,B1,506283.47,52051,regular
409254,C1,C11,C1,C10,A1,B1,881406.9,0,regular
409255,C1,C10,C1,C16,A1,B1,985407.07,0,regular
409256,C9,C99,C1,C19,A2,B1,965464.1,0,regular
409257,C1,C11,C1,C12,A1,B1,2437505.12,296364,regular
409258,C2,C23,C2,C20,A1,B3,327226.42,100626,regular
409259,C4,C43,C2,C20,A2,B3,470303.16,0,regular
409260,C2,C20,C3,C31,A1,B2,54490.64,10322,regular
409261,C8,C84,C1,C13,A1,B1,646677.74,0,regular
409262,C6,C69,C1,C17,A2,B1,632154.32,161560,regular
409263,C2,C27,C4,C40,A1,B3,55372.32,0,regular
409264,C1,C18,C5,C59,A1,B1,358128.28,65793,regular
409265,C1,C10,C1,C11,A1,B1,598546.45,0,regular
409266,C2,C28,C1,C10,A1,B1,1782047.28,11729,regular
409267,C2,C20,C7,C75,A1,B2,1514068.86,189586,regular
409268,C3,C34,C4,C42,A3,B3,478780.72,0,regular
409269,C1,C14,C1,C10,A1,B1,15862.22,24800,regular
409270,C1,C11,C7,C74,A1,B2,351829.83,24227,regular
409271,C1,C14,C4,C46,A1,B3,1313462.87,0,regular
409272,C7,C72,C4,C42,A3,B3,143307.29,40777,regular
409273,C7,C74,C2,C28,A3,B3,14619643.3,0,regular
409274,C2,C23,C4,C41,A1,B3,505519.68,50362,regular
409275,C1,C11,C1,C10,A1,B1,290522.37,270051.3,regular
409276,C1,C15,C2,C26,A1,B3,206680.15,0,regular
409277,C3,C34,C1,C13,A3,B1,3559.71,0,regular
409278,C1,C12,C1,C16,A1,B1,1086542.15,274711.2,regular
409279,C1,C18,C9,C93,A1,B1,333029.94,0,regular
409280,C3,C34,C1,C18,A3,B1,148813.98,0,regular
409281,C2,C21,C2,C27,A1,B3,836769.24,368.81,regular
409282,C9,C91,C1,C11,A2,B1,380183.94,0,regular
409283,C1,C14,C1,C18,A1,B1,172048.54,1737,regular
409284,C1,C14,C2,C21,A1,B3,270504.83,0,regular
409285,C2,C21,C1,C18,A1,B1,2958607.54,0,regular
409286,C9,C91,C1,C11,A2,B1,111523,0,regular
409287,C1,C19,C8,C84,A1,B3,542990.73,0,regular
409288,C2,C21,C1,C16,A1,B1,1491548.36,0,regular
409289,C9,C90,C8,C81,A2,B3,2062140.26,6661,regular
409290,C2,C21,C2,C21,A1,B3,401903.73,0,regular
409291,C8,C82,C5,C53,A1,B1,1536278.1,0,regular
409292,C1,C18,C3,C37,A1,B2,307615.52,0,regular
409293,C1,C15,C3,C30,A1,B2,44892.82,317173,regular
409294,C7,C78,C6,C65,A3,B2,8327.11,108053,regular
409295,C8,C89,C1,C10,A1,B1,285766.83,76526,regular
409296,C6,C67,C3,C32,A2,B2,341524.06,100529,regular
409297,C3,C34,C4,C43,A3,B3,79468.08,168527,regular
409298,C8,C89,C1,C15,A1,B1,449596.82,0,regular
409299,C1,C15,C1,C10,A1,B1,7328.83,0,regular
409300,C5,C56,C1,C15,A3,B1,636408.31,0,regular
409301,C1,C19,C1,C12,A1,B1,1122945.1,35599.25,regular
409302,C1,C19,C8,C87,A1,B3,285110.26,52983.44,regular
409303,C7,C72,C3,C32,A3,B2,389165.06,0,regular
409304,C2,C20,C1,C12,A1,B1,216630.42,0,regular
409305,C1,C17,C1,C11,A1,B1,31761.99,2886,regular
409306,C1,C18,C1,C12,A1,B1,450959.15,10124,regular
409307,C1,C15,C2,C20,A1,B3,321383.32,20248,regular
409308,C1,C12,C1,C16,A1,B1,490653.75,4090.46,regular
409309,C2,C20,C9,C90,A1,B1,309484.6,0,regular
409310,C8,C88,C1,C14,A1,B1,455434.59,0,regular
409311,C1,C13,C3,C38,A1,B2,182355.29,0,regular
409312,C1,C18,C3,C38,A1,B2,30747.77,155431.54,regular
409313,C8,C83,C2,C20,A1,B3,2334591.32,33266.38,regular
409314,C8,C86,C5,C56,A1,B1,641471.77,0,regular
409315,C1,C11,C6,C64,A1,B2,250738.21,0,regular
409316,C8,C84,C1,C13,A1,B1,60173.32,59557,regular
409317,C1,C16,C8,C89,A1,B3,269675.54,6159,regular
409318,C1,C10,C4,C42,A1,B3,265480.75,21507,regular
409319,C6,C67,C1,C12,A2,B1,44035.62,1468,regular
409320,C1,C14,C8,C87,A1,B3,787234.04,0,regular
409321,C1,C14,C7,C75,A1,B2,173727.87,132002.48,regular
409322,C1,C12,C1,C10,A1,B1,161511.97,20096,regular
409323,C2,C21,C1,C12,A1,B1,535301.46,0,regular
409324,C9,C99,C1,C14,A2,B1,850745.97,0,regular
409325,C2,C29,C1,C18,A1,B1,330102.37,0,regular
409326,C1,C18,C1,C12,A1,B1,480340.61,103904,regular
409327,C1,C13,C1,C18,A1,B1,137153.37,0,regular
409328,C1,C14,C9,C97,A1,B1,226448.67,0,regular
409329,C2,C20,C3,C39,A1,B2,286889.9,21983,regular
409330,C6,C67,C5,C55,A2,B1,19527.73,0,regular
409331,C6,C66,C2,C20,A2,B3,369985.26,4427.68,regular
409332,C4,C44,C2,C20,A2,B3,135784.92,0,regular
409333,C2,C21,C1,C11,A1,B1,356579.98,1173,regular
409334,C1,C16,C1,C14,A1,B1,297289.46,0,regular
409335,C1,C16,C4,C47,A1,B3,334680.03,0,regular
409336,C3,C34,C5,C51,A3,B1,225396.28,0,regular
409337,C9,C95,C4,C43,A2,B3,2903788.78,23874,regular
409338,C1,C10,C9,C97,A1,B1,1190418.85,0,regular
409339,C1,C14,C3,C33,A1,B2,377287.31,63450,regular
409340,C1,C15,C3,C37,A1,B2,593372.33,51490,regular
409341,C2,C20,C2,C28,A1,B3,14856.58,0,regular
409342,C1,C14,C1,C16,A1,B1,1206905.33,0,regular
409343,C1,C17,C1,C14,A1,B1,411287.48,0,regular
409344,C1,C18,C9,C93,A1,B1,77796.48,0,regular
409345,C6,C63,C1,C18,A2,B1,57105.97,248806.1,regular
409346,C1,C12,C1,C18,A1,B1,2649312.56,0,regular
409347,C7,C78,C1,C16,A3,B1,530932.11,0,regular
409348,C5,C59,C1,C19,A3,B1,938171.85,0,regular
409349,C1,C18,C6,C62,A1,B2,202023.39,21299,regular
409350,C7,C70,C7,C77,A3,B2,1375368.99,0,regular
409351,C1,C16,C1,C14,A1,B1,354564.55,0,regular
409352,C1,C11,C6,C62,A1,B2,638086.54,0,regular
